line number, spanish prep found, index of spanish prep, translated to, code, original Spanish, original English,isused
200, para,34,to, PU, Glaucus compra a la esclava Nidia para liberarla de los abusos de Stratonica., Glaucus buys the slave Nidia to free her from the abuses of Stratonica.,x
201, por,22, to,AD, El oráculo proclamará por ti el juicio de aquéllos en los que pusiste tu confianza tu amor y tu honor., The oracle will announces to you the judgment of those in whom you have placed... your confidence your love and your honor .,x
202, para,49,to,RE, Nidia se dirige al Templo de Isis a suplicar paz para su corazón., Nidia goes to the Temple of Isis to plead for peace to his heart.,x
203, para,47, for,RE, Vuelve esta noche y te daré una poción de amor para Glaucus., Come back tonight and I'll give you a magic potion for Glaucus.,x
204, para,4, for,RE, ¿Es para él...?, And for him?,x
205, para,18, to, PU, Nidia se da prisa para encontrar a Claudius., Nidia in a hurry to find Claudio.,x
206, para,28, to, PU, Apoecides y culpó a Glaucus para deshacerse de un rival., Arbace killed Apoecides and blamed Glaucus to get rid of a rival.,x
207, para,17, for,RE, No hay esperanza para Glaucus., There is no hope is for Glaucus.,x
208, para,26,to, PU, Arbace hace venir a Nidia para que baile en la fiesta., Arbaces sends for Nydia to dance on the celebration.,x
209, para,12, to, PU, Nidia se prepara para la danza., Nydia is preparing to dance.,x
210, por,11, for,FE, Nidia teme por la suerte de Jone, Nydia fears the worst for Ione.,x
211, para,64,of,RE, No puedo dejarla en las garras de ese monstruo. Sería la muerte para Glauco., I won't leave her in the hands of this monster; it would be the death of Glaucus.,x
212, por,39,DISTRANS,FE, Giulia no se resigna a olvidar su amor por Glauco., Julia cannot forget because she still loves Glaucus.,x
213, por,59,so,CA, Querido amigo sabemos que te casas con la bellísima Jone y por eso te invitamos a cenar para celebrar el último día de tu libertad., Dear friend We know that tomorrow you celebrate your wedding to the beautiful Ione. So we invite you to dinner and we shall celebrate your last day of freedom. Julia.,x
213, para,86,DISTRANS, PU, Querido amigo sabemos que te casas con la bellísima Jone y por eso te invitamos a cenar para celebrar el último día de tu libertad., Dear friend We know that tomorrow you celebrate your wedding to the beautiful Ione. So we invite you to dinner and we shall celebrate your last day of freedom. Julia.,x
214, por,60, for,FE, Este milagroso filtro de amor encenderá en Glauco la pasión por mí., This magic potion will surely ignite Glaucus's unknown affections for me.,x
215, para,6,to, PU, Nidia para obtener el amor de Glauco se apodera de la presunta poción de amor., To get the love of Glaucus Nydia steals the presumed love potion.,x
216, para,36,DISTRANS, PU, Arbace apuñala al sacerdote Menecro para cargar la culpa a Glauco., Arbaces stabs the priest Meneker and turns the suspicion to Glaucus.,x
217, para,21,to, PU, Nidia usa la astucia para huir de su vigilante., Nydia uses a trick to escape from the guards.,x
218, por,72,DISTRANS,?, Mis sótanos están llenos de tesoros. Todo lo que seas capaz de llevarte por su peso será tuyo., In my cellar there is plenty of gold what you can carry is yours.,
219, por,35, for,CA, Te prometo que denunciaré a Arbace por sus delitos y te liberaré., Promise you will turn Arbaces in for the crime he committed and I will set you free.,x
220, por,80,by,AT, ¡Declárate culpable y serás liberado! De otro modo morirás en la arena devorado por las fieras., Confess your crime and you'll be saved otherwise you'll die in the arena by the wild beasts.,x
221, por,18,by,CA, Salustio afligido por la pérdida del amigo trata de olvidar bebiendo., Sallust is saddened by the loss of his friend Glaucus and seeks comfort in wine.,x
222, por,13,by,AT, Interpretada por Marcel Levesque del Palais Royal.,"Cine-farce performed by Marcel Levesque of the Palais Royal, the ladies Le Bret, Le Bruz, etc.",x
223, para,110, by, PU, El agente Foezel lleva una vida tranquila con su esposa su suegra y su trabajo cuando un equipo de cine llega para filmar y descubre que en su equipaje sólo tiene dos pantalones de policía para tres actores., Police officer Foezel spent his days quietly with his wife his mother-in-law and his service when a troupe of filmmakers came to shoot nearby but it turned out there were only two pairs of trousers for three police officers in their luggage.,x
223, para,,for,RE, El agente Foezel lleva una vida tranquila con su esposa su suegra y su trabajo cuando un equipo de cine llega para filmar y descubre que en su equipaje sólo tiene dos pantalones de policía para tres actores., Police officer Foezel spent his days quietly with his wife his mother-in-law and his service when a troupe of filmmakers came to shoot nearby but it turned out there were only two pairs of trousers for three police officers in their luggage.,x
224, por,47, to,CA, Tienen que conseguir otro pantalón aún pasando por la vergüenza de pedirlo., To escape this embarrassing situation they had to find another pair of trousers.,x
225, para,26,DISTRANS,PU, - - No ha dejado la llave para cerrar..., Egad my key is in there!,x
226, por,28, for,CA, - - Muy amable señor agente por prestarnos su pantalón., Thank you kindly for the borrowed trousers mister policeman.,x
227, para,38,to, PU," Franca ha usado su talento de amazona para entrar en un circo ambulante donde actúa como ""la Amazona Misteriosa"".", Franca has used her horse-riding talent... to join a travelling circus where she performs as 'The Masked Amazon.',x
228, por,7,NONE,IT, Mañana por la noche habrá una función de élite en el circo Milano., There's an elite performance at circus Milano tomorrow evening.,x
229, para,73,DISTRANS, PU, Al día siguiente Stérosky cumple lo prometido y da permiso a sus criados para irse., The next day Stérosky keeps his promise and gives his servants the day off.,x
230, para,31,by, PU, Orden de arresto y deportación para la persona que señale Jean Stérosky... y confiscación de los documentos que lleve encima., Warrant to arrest and deport the person to be pointed out by Jean Stérosky... after confiscation of the papers in her possession.,x
231, por,22, for,IT, ESPERANZAS AMENAZADAS Por primera vez en su vida los pensamientos del joven se apartan del camino marcado para él., For the first time in his life the young man's thoughts are swerving from the path marked out for him.,x
231, para,104, for,RE, ESPERANZAS AMENAZADAS Por primera vez en su vida los pensamientos del joven se apartan del camino marcado para él., For the first time in his life the young man's thoughts are swerving from the path marked out for him.,x
232, por,101,ERR,ID, Ocurrió hace muchos muchos años que en un reino junto al mar vivió una joven a quien quizá conozcáis por el nombre de Annabel Lee., It was many and many a year ago In a kingdom by the sea That a maiden lived whom you may know,x
233, por,66,by,AT," Y aquella joven no vivía con otra idea que la de amar y ser amada por mí"".", By the name of Annabel Lee; And this maiden she lived with no other thought Than to love and be loved by me.,x
234, por,30, for,IN, ¡Mira! Lo he sacrificado todo por ti y a cambio me debes unos años de agradecimiento., I have sacrificed everything for you and you owe me in return a few years of gratitude,x
235, para,7,DISTRANS,AMBIG," Fuiste para mí amor mío cuanto mi alma anhelaba una isla verde en el mar amor mío una fuente y un altar"".", Thou wast that all to me love For whic my soul did pine A green isle in the sea love A fountain and a shrine.,x
236, para,63, to, PU, Sospechando que el forastero es detective contrata al italiano para que monte guardia de día y de noche, Suspicious that the stranger is a detective he hires the Italian to watch on guard night and day,x
237, por,39,which,CA, Esto conduce a un pasadizo subterráneo por el que puedo escapar, This leads to an underground passage which gives me means of escape,x
238, para,21,that, PU," Dispongo de una hora para estar con usted si no le importa contestar a unas preguntas"".", I have an hour that I can spend with you if you don't mind answering a few questions.,x
239, para,30, to, PU, Espera impaciente al amanecer para decirle que esté o no esté su tío ella no puede vivir sin él., She cannot wait until morning to tell him that Uncle or no Uncle she cannot live without him.,x
240, para,34, to, PU, John Murdock es enviado a la mina para aprehender a los bandidos., John Murdock has been sent to the mine to apprehend the bandits.,x
242, para,33,DISTRANS, PU, Proporciónele toda ayuda precisa para solventar el asunto., Give him all assistance its clear the matter up.,x
243, por,23,around,IS, Voy a echar un vistazo por los alrededores y a contactar con la batida en el cruce de caminos., I am going to take a look around and will meet the posse at the crossroads.,x
244, para,39, to, PU, John explica su plan a Dora y la envía para que detenga a Lawler hasta que él llegue., John explains his plan to Dora and sends her back to detain Lawler until he arrives.,x
245, por,96,by,IN," Para preservar la coherencia de la historia una secuencia faltante de éste film fue reemplazada por una secuencia extraída de otro film de la serie ""Fantomas""."," To preserve the coherence of the story a missing sequence was replaced by an extracted sequence of another film of ""Fantômas"" series.",x
245,para,,to,PU," Para preservar la coherencia de la historia una secuencia faltante de éste film fue reemplazada por una secuencia extraída de otro film de la serie ""Fantomas""."," To preserve the coherence of the story a missing sequence was replaced by an extracted sequence of another film of ""Fantômas"" series.",x
247, por,54,of,AT," Después de repetidos fracasos para atrapar a Fantômas por el Inspector Juve una violenta campaña de prensa se desata dejando afuera a Jérôme Fantor periodista de ""La Capitale"" amigo y colaborador de la policía.", Following the repeated failure of Inspector Juve in dealing with Fantômas a violent press campaign erupted which infuriated Jerome Fandor reporter for 'The Capital' and friend and collaborator of the policeman.,x
