line number, spanish prep found, index of spanish prep, translated to, code, original Spanish, original English
3052, para,64, for,RE, de disputarla a todos ... necesito de su fuerza ... de usted... para mí solo, I am tired of fighting ... of arguing with you ... I need your strength ... you ... for myself alone
3061, para,7, for,RE, ¡no... para nadie!, No ... not for anyone!
3071, para,6, for,RE, Carta para usted., A letter for you.
3075, para,6, for,RE, Carta para usted., A letter for you.
3077, para,9, for,RE, Limosnas para los tuberculosos., Alms for the Tubercular.
3079, para,17, for,RE, Uno de ellos fue para Alemania otro para exportación en general y el tercero para EEUU., One of them was for Germany one for general export and the third for the USA.
3084, para,57, per,RE, Dados sus muchos años de servicio hemos creado un puesto para usted enviando al asilo al empleado más antiguo con efecto en el día de hoy., however due to your period of service of many years' standing we've created an open position for you by sending the oldest employee of our firm to a shelter effective today.
3090, para,16, for,RE, ¿Eso es todo... para mí...?, Is that all... for me...?
3095, para,34, for,RE, ¡Estar casado no es nada bueno no para gente como nosotros!, Being married ain't any good not for folks like us!
3100, para,19, for,RE, ¿Le gustaría posar para mí?, How would you like to pose for me?
3133, para,13, for,RE, ¿Puede posar para mí?, Would you model for me?
3152, para,25, to,RE, El señor Michael no está para nadie, Mr. Michael will not be spoken to
3159, para,14, for,RE, Instrucciones para Buceadores, Instructions for Deep Sea Divers
3167, para,13, for,RE, Conocimiento para los trabajadores., Knowledge for all workers.
3177, para,37, for,RE, ¡Solicito salvoconducto de esta sala para mí y para los míos!, Safe conduct from these halls I demand for me and my following!
3185, para,44, for,RE, ¡El puede ayudarnos a conquistar a Brunilda para ti!, He may help us win Brunhild for you!
3192, para,29, for,RE, ¡Ejercia funciones de siervo para mi esposo!, He did servant's work for my husband!
3235, para,43, for,RE, ¡Me ocuparé de que todas las tiendas abran para vosotros hasta el Banco de Francia!, I'll see that every shop is open for you even the Bank of France!
3281, para,20, for,RE," Aquí solo hay sitio para las chicas honestas"" me respondió la señora Mallet.", Madame Mallet told me there's only room for honest girls.
3293, para,51, for,RE, Tengan cuidado ladrones! Cuatro veces 20 latigazos para él que robe esta joya., Four and twenty lashes for the stealing of this jewel.
3298, para,30, for,RE, ¡Qué tormentos podremos idear para ti!, What torments can we devise for thee!
3299, para,10, to,RE, Una perla para cada guardia., A pearl to every guard.
3320, para,97, by,RE, Y por la presente la señora Mabel Wilton autoriza al señor George Lamont invertir cien mil dólares para ella de la manera que considere oportuna., and Mrs. Mabel Wilton hereby authorizes Mr. George Lamont to invest the said ONE HUNDRED THOUSAND DOLLARS for her in such a manner as he deems suitable
3327, para,13, to,RE, - - No estoy para nadie más que para miss Wilton., I'm not in to anyone other than Miss Wilton.
3335, para,13, ?,RE, El veredicto para Wilton., WILTON VERDICT TODAY
3364, para,5, ?,RE, Será para Evelyna., Evelyna will have it.
3388, para,15, for,RE, Sala de espera para visitantes de cuatro patas., Waiting room for four-legged visitors.
3416, para,27, for,RE, Jornada laboral de 6 horas para los menores, A 6 hour work day for minors.
3431, para,8, for,RE, ! Todos para uno!, All for one.
3432, para,6, for,RE, Y uno para todos., One for all.
3439, para,12, to,RE, Una limosna para este ciego., Give something to the blind man.
3440, para,17, for,RE, Este mundo no es para mí., There is no place for me in this world.
3452, para,27, ?,RE, Una bromita bastante justa para alguien.¿eh Hughie?, Pretty fair little joke on someone... eh what Hughie ?
3457, para,29, ?,RE, Serán unos mitones preciosos para Kathleen., They'll make Kathleen a fine pair of mittens.
3465, para,15, ?,RE, ¡Tres manzanas para cinco personas!, Three apples between five people!
3492, para,16, for,RE, Tengo un asunto para usted., I have something for you.
3495, para,86, for,RE, Seis horas más tarde la mayor parte de la gente de la cola sabía que no quedaba carne para ellos., Six hours later most of the people in the queue learned that there was not enough meat for them.
3503, para,8, for,RE, Greifer para mi novio..., It is for my husband.
3528, para,12, for,RE, - - Esto es para ti., This is for you.
3532, para,47, for,RE, - - Señor tengo que ir a una ceremonia budista para mi familia., Sir actually I have to go to a Buddhist ceremony for my family.
3629, para,10, ?,RE, Hice todo para ella ¡todo!, - You still have your dad's gun?
3764, para,5, for,RE, Pido para él los trabajos forzados a perpetuidad.," I demand hard labour for life.""."
3766, para,14, for,RE, El resto será para los pobres., The rest can be for the poor.
3771, para,13, for,RE, Hace la ropa para mis hijas., She makes stockings for my daughters.
3773, para,7, for,RE, -- ¡Es para ti!, This is for you!
3800, para,5, by,RE, Todo para su amor absorta por sus ocupaciones múltiples y nuevas Cosette se hizo menos tierna para Jean Valjean., Gripped by his love and devoted to many new activities... her feelings for Jean Valjean begin to weaken.
3801, para,21, to,RE, Aunque la suerte fue para él muy extraña. El vivió., Although fate had been strange to him he was alive.
3816, para,18, for,RE, Aquí no hay sitio para los rufianes., There's no room for ruffians here.
3858, para,81, for,RE, La Ochio de sus sueños aquella mujer por la que soportó 6 meses de prisión ya no era para él., The Ochio of his dreams who had sustained him for 6 months in the cell was no more.
3870, para,42, for,RE, Pero por supuesto Jirozo tenía otros planes para aquella irresistible belleza., But of course he had his own plans for the unsuspecting beauty.
3884, para,16, for,RE, ¡Qué triste fin para nuestro héroe!, What a miserable end for our hero.
3906, para,20, for,RE, - Ya no queda melón para tí., There's no more melon for you.
3925, para,19, for,RE, Tengo una sorpresa para ti..., I have a surprise for you...
3976, para,11, for,RE, ¿Las cogió para nuestros enfermos?, Did he take them for our patients?
3977, para,10, for,RE, Las cogió para usted., He picked them up for you.
3993, para,35, for,RE, Taller de sastre uniformes y ropas para civiles, Tailor's workshop uniforms and civilian clothes
3996, para,9, for,RE, y dinero para ti., and money for you.
4004, para,29, for,RE, He estado buscando un regalo para ti todo este tiempo., I have been looking for a present for you all this time.
4031, para,9, by,RE, Gimnasia para lactantes desarrollada y mostrada por el Sr. Neumann-Neurode (Berlín), Gymnastics for Infants Developed and demonstrated by Mr. Neumann-Neurode (Berlin)
4032, para,9, for,RE, Gimnasia para pequeños, Gymnastics for Small Children
4033, para,9, for,RE, Gimnasia para escolares, Gymnastics for Schoolchildren
4046, para,14, for,RE, Club de baile para los que viven en las ciudades de la costa de Danzig., A dance club for those who live in the large cities along the coast of Danzig.
4047, para,98, per,RE, Igual que hace un siglo el movimiento por la gimnasia abrió nuevas perspectivas de educación física para los jóvenes varones el nuevo amor por la vida al aire libre abre una camino real hacia la fortaleza y belleza corporal en una nueva era., And just as a century ago the Gymnastics Movement opened a new perspective on body training for young men the new love for outdoor life opens the royal path to strength and physical beauty in a new era.
4049, para,58, for,RE, Beaumont el artista de Maison Marcel halló mucho material para su atento lápiz., Beaumont the artist of Maison Marcel found much material for his attentive pencil.
4060, para,19, for,RE, Sus oraciones eran para Joe..., His prayers were for Joe...
4061, para,2, for,RE, y para Daisy., and for Daisy.
4076, para,28, for,RE, ¿De verdad no tienes tiempo para mí?, Have you really no time for me?
4097, para,20, for,RE, Este es el hospicio para viejas hadas., We are in the hospice for old fairies
4100, para,52, for,RE, Repite: con todo mi corazón deseo ser un perro fiel para Lucie., Repeat: with all my heart I want to be like a faithful dog for Lucie.
4111, para,20, to,RE, ¿Seguro que mi foto para los jueces estará a tiempo?, You'll be sure to get my photo to the judges on time?
4118, para,28, to,RE, Nunca esperó tener un coche para ella sola., Ella never expected to have a whole car to herself.
4142, para,64, for,RE, Una carita inocente corriendo hacia la casa del cura.....¡no es para ti!, An innocent little girl running to a priest... she is not for you!
4145, para,33, for,RE, ¡Él me dió este collar de regalo para vos!, He gave me this necklace as a gift for you!
4150, para,13, ?,RE, ¡Ya están preparando la hoguera para tu querida!, Even now they build her funeral pyre!
4152, para,18, for,RE, ¡Aquí no hay paso para tí!, Here is no place for thee!
4197, para,44, for,RE, Cuando venga a casa hoy tendré una sorpresa para él., When he comes home today I have a surprise for him.
4202, para,29, for,RE, ¿No era un hombre suficiente para ti?, Was one man not enough for you?
4227, para,62, for,RE, Si no estuviera prohibido cortaría una de esas hermosas rosas para mí., If it were not forbidden I would have you cut one of these beautiful roses for me.
4235, para,18, for,RE, Dejó este mensaje para usted en su almohada., She left this message for you on her pillows.
4243, para,30, for,RE, Su última creación había sido para sus amigos el entierro de numerosas esperanzas., His latest creation was for his friends   the burial of many hopes.
4244, para,10, ?,RE, Será sólo para mí., You will be all mine.
4263, para,3, for,RE, Es para tí... tu regalo de cumpleaños..., It's for you - a birthday present ...
4269, para,28, for,RE, Vengo a comprar otro regalo para mi hija., I have come to buy another gift for my daughter.
4282, para,17, for,RE, Nuevas viviendas para los trabajadores, New housing for workers
4283, para,9, ?,RE, Y aldeas para los trabajadores, And workers' villages
4286, para,16, to,RE, Compran crédito para sus propios medios de transporte, Buy credit to their own means of transport
